camdist,camang,pattdist,gap,pixrange
2500.0,90.0,2000.0,1.0,[100, 2500]
R,sx,sy
29853.8108282,0.322009277438,29852.7864717
ldx,ldy,slopeerror,vsm
-615.255095883,5.32336502298,-1.29719729138e-05,-1020.81174173
-614.584984445,5.30955327335,-1.29523668717e-05,-1019.70897598
-613.914861905,5.29575633319,-1.29328111053e-05,-1018.60616258
-613.244728274,5.28197420349,-1.29133055881e-05,-1017.5033016
-612.574583564,5.26820688526,-1.28938502939e-05,-1016.40039307
-611.904427788,5.2544543795,-1.28744451969e-05,-1015.29743706
-611.234260956,5.2407166872,-1.28550902702e-05,-1014.1944336
-610.564083081,5.22699380937,-1.28357854881e-05,-1013.09138274
-609.893894174,5.213285747,-1.28165308235e-05,-1011.98828454
-609.223694247,5.19959250109,-1.27973262501e-05,-1010.88513904
-608.553483312,5.18591407263,-1.27781717413e-05,-1009.78194628
-607.88326138,5.17225046262,-1.27590672704e-05,-1008.67870633
-607.213028464,5.15860167204,-1.27400128106e-05,-1007.57541923
-606.542784575,5.1449677019,-1.27210083355e-05,-1006.47208502
-605.872529725,5.13134855319,-1.27020538176e-05,-1005.36870376
-605.202263925,5.11774422688,-1.26831492301e-05,-1004.26527549
-604.531987188,5.10415472398,-1.2664294546e-05,-1003.16180026
-603.861699524,5.09058004547,-1.26454897384e-05,-1002.05827812
-603.191400947,5.07702019234,-1.262673478e-05,-1000.95470912
-602.521091467,5.06347516557,-1.26080296434e-05,-999.851093312
-601.850771097,5.04994496614,-1.25893743014e-05,-998.747430739
-601.180439848,5.03642959505,-1.25707687268e-05,-997.643721451
-600.510097732,5.02292905327,-1.25522128917e-05,-996.539965497
-599.839744761,5.00944334179,-1.25337067686e-05,-995.436162926
-599.169380947,4.99597246159,-1.25152503304e-05,-994.332313786
-598.4990063,4.98251641364,-1.24968435488e-05,-993.228418127
-597.828620834,4.96907519893,-1.24784863967e-05,-992.124475997
-597.15822456,4.95564881844,-1.24601788458e-05,-991.020487444
-596.487817489,4.94223727313,-1.24419208684e-05,-989.916452518
-595.817399634,4.92884056399,-1.24237124366e-05,-988.812371268
-595.146971006,4.915458692,-1.24055535218e-05,-987.708243741
-594.476531617,4.90209165812,-1.23874440967e-05,-986.604069988
-593.806081479,4.88873946332,-1.23693841324e-05,-985.499850056
-593.135620603,4.87540210859,-1.23513736013e-05,-984.395583995
-592.465149002,4.86207959488,-1.23334124747e-05,-983.291271854
-591.794666687,4.84877192318,-1.23155007243e-05,-982.186913681
-591.12417367,4.83547909444,-1.22976383215e-05,-981.082509525
-590.453669962,4.82220110964,-1.22798252379e-05,-979.978059435
-589.783155577,4.80893796974,-1.22620614449e-05,-978.87356346
-589.112630524,4.79568967571,-1.22443469135e-05,-977.769021649
-588.442094817,4.78245622852,-1.22266816159e-05,-976.664434051
-587.771548467,4.76923762912,-1.22090655221e-05,-975.559800715
-587.100991485,4.75603387848,-1.21914986041e-05,-974.455121689
-586.430423884,4.74284497756,-1.21739808322e-05,-973.350397023
-585.759845675,4.72967092732,-1.21565121779e-05,-972.245626766
-585.08925687,4.71651172872,-1.21390926118e-05,-971.140810966
-584.418657482,4.70336738272,-1.21217221049e-05,-970.035949673
-583.748047521,4.69023789027,-1.21044006282e-05,-968.931042935
-583.077427,4.67712325234,-1.20871281515e-05,-967.826090801
-582.40679593,4.66402346988,-1.20699046465e-05,-966.721093322
-581.736154323,4.65093854384,-1.20527300829e-05,-965.616050545
-581.065502191,4.63786847518,-1.20356044313e-05,-964.510962519
-580.394839546,4.62481326484,-1.20185276629e-05,-963.405829294
-579.7241664,4.61177291379,-1.20014997466e-05,-962.300650919
-579.053482764,4.59874742296,-1.19845206539e-05,-961.195427443
-578.38278865,4.58573679332,-1.19675903545e-05,-960.090158914
-577.71208407,4.5727410258,-1.19507088185e-05,-958.984845383
-577.041369036,4.55976012135,-1.19338760158e-05,-957.879486898
-576.37064356,4.54679408093,-1.19170919169e-05,-956.774083508
-575.699907654,4.53384290547,-1.19003564909e-05,-955.668635262
-575.029161329,4.52090659592,-1.18836697081e-05,-954.56314221
-574.358404596,4.50798515323,-1.18670315382e-05,-953.4576044
-573.687637469,4.49507857833,-1.18504419509e-05,-952.352021883
-573.016859959,4.48218687216,-1.1833900916e-05,-951.246394706
-572.346072078,4.46931003567,-1.18174084026e-05,-950.14072292
-571.675273836,4.4564480698,-1.18009643806e-05,-949.035006572
-571.004465248,4.44360097548,-1.17845688188e-05,-947.929245714
-570.333646323,4.43076875366,-1.17682216875e-05,-946.823440393
-569.662817074,4.41795140525,-1.17519229549e-05,-945.717590659
-568.991977513,4.40514893121,-1.17356725908e-05,-944.611696562
-568.321127652,4.39236133247,-1.17194705641e-05,-943.50575815
-567.650267502,4.37958860995,-1.17033168438e-05,-942.399775473
-566.979397076,4.36683076459,-1.16872113989e-05,-941.29374858
-566.308516384,4.35408779732,-1.16711541983e-05,-940.187677521
-565.63762544,4.34135970907,-1.16551452111e-05,-939.081562344
-564.966724254,4.32864650077,-1.16391844057e-05,-937.975403099
-564.295812839,4.31594817335,-1.16232717512e-05,-936.869199835
-563.624891207,4.30326472773,-1.16074072155e-05,-935.762952602
-562.953959369,4.29059616483,-1.15915907679e-05,-934.656661449
-562.283017337,4.2779424856,-1.15758223764e-05,-933.550326425
-561.612065123,4.26530369093,-1.15601020095e-05,-932.44394758
-560.941102739,4.25267978177,-1.15444296355e-05,-931.337524963
-560.270130197,4.24007075903,-1.15288052229e-05,-930.231058623
-559.599147509,4.22747662363,-1.15132287396e-05,-929.12454861
-558.928154686,4.2148973765,-1.14977001536e-05,-928.017994974
-558.25715174,4.20233301854,-1.14822194337e-05,-926.911397763
-557.586138683,4.18978355068,-1.14667865469e-05,-925.804757027
-556.915115528,4.17724897383,-1.14514014618e-05,-924.698072816
-556.244082285,4.16472928891,-1.1436064146e-05,-923.591345179
-555.573038967,4.15222449683,-1.14207745667e-05,-922.484574165
-554.901985585,4.13973459851,-1.14055326927e-05,-921.377759824
-554.230922152,4.12725959486,-1.13903384909e-05,-920.270902206
-553.55984868,4.11479948679,-1.13751919288e-05,-919.164001359
-552.888765179,4.1023542752,-1.13600929741e-05,-918.057057334
-552.217671663,4.08992396102,-1.13450415941e-05,-916.95007018
-551.546568142,4.07750854514,-1.13300377566e-05,-915.843039946
-550.875454629,4.06510802848,-1.1315081428e-05,-914.735966682
-550.204331136,4.05272241194,-1.13001725763e-05,-913.628850438
-549.533197675,4.04035169642,-1.1285311168e-05,-912.521691263
-548.862054256,4.02799588283,-1.12704971705e-05,-911.414489206
-548.190900893,4.01565497208,-1.12557305505e-05,-910.307244318
-547.519737597,4.00332896505,-1.12410112756e-05,-909.199956648
-546.84856438,3.99101786266,-1.12263393118e-05,-908.092626245
-546.177381254,3.97872166581,-1.12117146262e-05,-906.985253159
-545.506188231,3.96644037539,-1.11971371856e-05,-905.87783744
-544.834985322,3.9541739923,-1.11826069567e-05,-904.770379137
-544.16377254,3.94192251744,-1.11681239056e-05,-903.6628783
-543.492549896,3.9296859517,-1.11536879991e-05,-902.555334979
-542.821317403,3.91746429598,-1.11392992038e-05,-901.447749223
-542.150075071,3.90525755117,-1.11249574855e-05,-900.340121082
-541.478822914,3.89306571817,-1.11106628111e-05,-899.232450605
-540.807560942,3.88088879786,-1.10964151466e-05,-898.124737843
-540.136289169,3.86872679114,-1.10822144575e-05,-897.016982845
-539.465007605,3.8565796989,-1.10680607109e-05,-895.909185661
-538.793716262,3.84444752201,-1.10539538722e-05,-894.801346341
-538.122415153,3.83233026138,-1.1039893907e-05,-893.693464933
-537.45110429,3.82022791789,-1.10258807821e-05,-892.585541489
-536.779783683,3.80814049242,-1.10119144621e-05,-891.477576057
-536.108453346,3.79606798586,-1.09979949141e-05,-890.369568688
-535.43711329,3.78401039909,-1.09841221023e-05,-889.261519432
-534.765763527,3.77196773299,-1.09702959932e-05,-888.153428337
-534.094404068,3.75993998845,-1.09565165521e-05,-887.045295454
-533.423034926,3.74792716634,-1.09427837443e-05,-885.937120834
-532.751656113,3.73592926754,-1.09290975352e-05,-884.828904524
-532.080267641,3.72394629294,-1.09154578904e-05,-883.720646576
-531.40886952,3.7119782434,-1.09018647744e-05,-882.61234704
-530.737461765,3.70002511981,-1.0888318153e-05,-881.504005964
-530.066044385,3.68808692304,-1.0874817991e-05,-880.3956234
-529.394617393,3.67616365396,-1.08613642531e-05,-879.287199396
-528.723180802,3.66425531344,-1.08479569049e-05,-878.178734003
-528.051734622,3.65236190236,-1.08345959108e-05,-877.070227271
-527.380278867,3.64048342159,-1.08212812358e-05,-875.961679249
-526.708813547,3.628619872,-1.08080128446e-05,-874.853089988
-526.037338674,3.61677125446,-1.07947907019e-05,-873.744459537
-525.365854262,3.60493756982,-1.07816147717e-05,-872.635787947
-524.694360321,3.59311881897,-1.07684850193e-05,-871.527075266
-524.022856863,3.58131500277,-1.07554014087e-05,-870.418321547
-523.3513439,3.56952612208,-1.07423639048e-05,-869.309526837
-522.679821445,3.55775217776,-1.07293724711e-05,-868.200691187
-522.008289509,3.54599317067,-1.07164270722e-05,-867.091814648
-521.336748104,3.53424910169,-1.07035276725e-05,-865.982897269
-520.665197242,3.52251997166,-1.06906742357e-05,-864.8739391
-519.993636935,3.51080578145,-1.06778667261e-05,-863.764940192
-519.322067194,3.49910653192,-1.06651051077e-05,-862.655900594
-518.650488033,3.48742222392,-1.0652389344e-05,-861.546820356
-517.978899462,3.4757528583,-1.06397193991e-05,-860.437699528
-517.307301494,3.46409843594,-1.06270952365e-05,-859.328538161
-516.63569414,3.45245895766,-1.06145168205e-05,-858.219336304
-515.964077413,3.44083442434,-1.06019841138e-05,-857.110094008
-515.292451324,3.42922483683,-1.05894970806e-05,-856.000811323
-514.620815886,3.41763019596,-1.05770556842e-05,-854.891488299
-513.949171109,3.4060505026,-1.05646598878e-05,-853.782124985
-513.277517007,3.3944857576,-1.05523096549e-05,-852.672721432
-512.605853591,3.38293596179,-1.05400049488e-05,-851.563277691
-511.934180873,3.37140111603,-1.05277457326e-05,-850.453793811
-511.262498865,3.35988122116,-1.05155319691e-05,-849.344269843
-510.590807579,3.34837627803,-1.05033636219e-05,-848.234705836
-509.919107027,3.33688628748,-1.04912406539e-05,-847.125101841
-509.247397221,3.32541125035,-1.04791630279e-05,-846.015457908
-508.575678172,3.31395116749,-1.0467130706e-05,-844.905774087
-507.903949893,3.30250603973,-1.04551436523e-05,-843.796050428
-507.232212396,3.29107586791,-1.04432018285e-05,-842.686286983
-506.560465692,3.27966065288,-1.04313051973e-05,-841.5764838
-505.888709794,3.26826039547,-1.0419453722e-05,-840.46664093
-505.216944713,3.25687509651,-1.04076473641e-05,-839.356758423
-504.545170462,3.24550475685,-1.03958860868e-05,-838.246836331
-503.873387052,3.23414937731,-1.03841698522e-05,-837.136874702
-503.201594495,3.22280895872,-1.03724986223e-05,-836.026873587
-502.529792804,3.21148350193,-1.03608723596e-05,-834.916833036
-501.857981989,3.20017300776,-1.03492910263e-05,-833.806753101
-501.186162064,3.18887747704,-1.03377545843e-05,-832.69663383
-500.51433304,3.1775969106,-1.03262629956e-05,-831.586475275
-499.842494929,3.16633130927,-1.03148162221e-05,-830.476277485
-499.170647743,3.15508067388,-1.03034142257e-05,-829.366040511
-498.498791495,3.14384500524,-1.02920569683e-05,-828.255764404
-497.826926194,3.13262430419,-1.02807444115e-05,-827.145449213
-497.155051855,3.12141857154,-1.02694765172e-05,-826.03509499
-496.483168489,3.11022780813,-1.02582532465e-05,-824.924701784
-495.811276108,3.09905201477,-1.02470745614e-05,-823.814269646
-495.139374723,3.08789119228,-1.02359404232e-05,-822.703798626
-494.467464347,3.07674534149,-1.0224850793e-05,-821.593288774
-493.795544992,3.0656144632,-1.02138056325e-05,-820.482740142
-493.123616669,3.05449855824,-1.02028049026e-05,-819.372152779
-492.451679391,3.04339762743,-1.01918485649e-05,-818.261526736
-491.77973317,3.03231167157,-1.01809365802e-05,-817.150862064
-491.107778017,3.02124069149,-1.01700689095e-05,-816.040158812
-490.435813945,3.010184688,-1.01592455137e-05,-814.929417032
-489.763840965,2.9991436619,-1.01484663539e-05,-813.818636773
-489.09185909,2.98811761401,-1.01377313911e-05,-812.707818087
-488.419868331,2.97710654514,-1.01270405856e-05,-811.596961023
-487.7478687,2.9661104561,-1.01163938984e-05,-810.486065633
-487.07586021,2.9551293477,-1.01057912901e-05,-809.375131966
-486.403842873,2.94416322073,-1.00952327211e-05,-808.264160073
-485.731816699,2.93321207602,-1.00847181521e-05,-807.153150006
-485.059781703,2.92227591435,-1.00742475433e-05,-806.042101814
-484.387737894,2.91135473655,-1.00638208551e-05,-804.931015547
-483.715685286,2.9004485434,-1.00534380479e-05,-803.819891257
-483.04362389,2.88955733571,-1.00430990818e-05,-802.708728994
-482.371553718,2.87868111428,-1.00328039169e-05,-801.597528809
-481.699474782,2.86781987991,-1.00225525135e-05,-800.486290752
-481.027387095,2.8569736334,-1.00123448312e-05,-799.375014874
-480.355290668,2.84614237555,-1.00021808304e-05,-798.263701225
-479.683185513,2.83532610714,-9.99206047028e-06,-797.152349856
-479.011071642,2.82452482898,-9.98198371176e-06,-796.040960818
-478.338949068,2.81373854187,-9.97195051363e-06,-794.929534161
-477.666817802,2.80296724658,-9.96196083569e-06,-793.818069936
-476.994677855,2.79221094392,-9.95201463791e-06,-792.706568193
-476.322529241,2.78146963468,-9.94211187926e-06,-791.595028984
-475.650371972,2.77074331964,-9.93225251954e-06,-790.483452359
-474.978206058,2.76003199959,-9.9224365185e-06,-789.371838368
-474.306031512,2.74933567533,-9.91266383478e-06,-788.260187063
-473.633848347,2.73865434764,-9.90293442809e-06,-787.148498494
-472.961656574,2.7279880173,-9.89324825752e-06,-786.036772711
-472.289456204,2.7173366851,-9.88360528205e-06,-784.925009766
-471.617247251,2.70670035182,-9.8740054607e-06,-783.813209709
-470.945029726,2.69607901825,-9.8644487527e-06,-782.701372592
-470.272803642,2.68547268516,-9.85493511668e-06,-781.589498463
-469.600569009,2.67488135334,-9.84546451195e-06,-780.477587376
-468.92832584,2.66430502356,-9.83603689669e-06,-779.365639379
-468.256074148,2.6537436966,-9.82665223e-06,-778.253654524
-467.583813944,2.64319737325,-9.81731047029e-06,-777.141632863
-466.91154524,2.63266605427,-9.80801157662e-06,-776.029574444
-466.239268048,2.62214974044,-9.79875550694e-06,-774.917479321
-465.56698238,2.61164843254,-9.78954221973e-06,-773.805347542
-464.894688248,2.60116213134,-9.78037167362e-06,-772.693179159
-464.222385665,2.5906908376,-9.7712438268e-06,-771.580974224
-463.550074642,2.5802345521,-9.76215863792e-06,-770.468732786
-462.877755191,2.56979327562,-9.75311606449e-06,-769.356454896
-462.205427324,2.55936700891,-9.74411606459e-06,-768.244140606
-461.533091054,2.54895575275,-9.73515859694e-06,-767.131789967
-460.860746391,2.5385595079,-9.72624361891e-06,-766.019403028
-460.18839335,2.52817827512,-9.71737108882e-06,-764.906979842
-459.51603194,2.51781205519,-9.70854096415e-06,-763.794520458
-458.843662175,2.50746084887,-9.69975320293e-06,-762.682024929
-458.171284066,2.49712465691,-9.69100776267e-06,-761.569493304
-457.498897625,2.48680348007,-9.68230460132e-06,-760.456925635
-456.826502865,2.47649731913,-9.673643676e-06,-759.344321972
-456.154099797,2.46620617483,-9.66502494444e-06,-758.231682368
-455.481688434,2.45593004794,-9.65644836389e-06,-757.119006872
-454.809268787,2.44566893921,-9.64791389206e-06,-756.006295535
-454.136840868,2.4354228494,-9.63942148609e-06,-754.893548409
-453.46440469,2.42519177926,-9.63097110323e-06,-753.780765544
-452.791960265,2.41497572954,-9.62256270066e-06,-752.667946992
-452.119507604,2.404774701,-9.61419623549e-06,-751.555092803
-451.44704672,2.3945886944,-9.60587166442e-06,-750.442203029
-450.774577624,2.38441771047,-9.59758894474e-06,-749.32927772
-450.10210033,2.37426174997,-9.58934803349e-06,-748.216316928
-449.429614847,2.36412081365,-9.5811488869e-06,-747.103320704
-448.75712119,2.35399490225,-9.57299146232e-06,-745.990289098
-448.084619369,2.34388401653,-9.56487571654e-06,-744.877222161
-447.412109397,2.33378815722,-9.55680160564e-06,-743.764119946
-446.739591286,2.32370732507,-9.54876908669e-06,-742.650982502
-446.067065048,2.31364152082,-9.54077811564e-06,-741.537809881
-445.394530695,2.30359074522,-9.53282864937e-06,-740.424602135
-444.721988238,2.293554999,-9.52492064442e-06,-739.311359313
-444.049437691,2.28353428291,-9.51705405663e-06,-738.198081467
-443.376879065,2.27352859768,-9.50922884215e-06,-737.084768649
-442.704312371,2.26353794406,-9.50144495758e-06,-735.971420909
-442.031737623,2.25356232277,-9.49370235908e-06,-734.858038299
-441.359154832,2.24360173455,-9.48600100202e-06,-733.744620869
-440.686564011,2.23365618014,-9.47834084307e-06,-732.631168672
-440.01396517,2.22372566028,-9.47072183777e-06,-731.517681757
-439.341358323,2.21381017568,-9.46314394223e-06,-730.404160177
-438.668743482,2.20390972709,-9.45560711195e-06,-729.290603982
-437.996120657,2.19402431524,-9.44811130259e-06,-728.177013223
-437.323489862,2.18415394085,-9.44065647028e-06,-727.063387953
-436.650851109,2.17429860464,-9.43324256989e-06,-725.949728221
-435.978204409,2.16445830736,-9.42586955752e-06,-724.836034079
-435.305549775,2.15463304972,-9.41853738819e-06,-723.722305579
-434.632887219,2.14482283245,-9.41124601759e-06,-722.608542772
-433.960216752,2.13502765627,-9.4039954009e-06,-721.494745708
-433.287538387,2.12524752191,-9.39678549351e-06,-720.38091444
-432.614852136,2.11548243008,-9.38961625045e-06,-719.267049017
-431.942158011,2.10573238151,-9.38248762666e-06,-718.153149493
-431.269456024,2.09599737692,-9.3753995777e-06,-717.039215918
-430.596746187,2.08627741702,-9.36835205801e-06,-715.925248342
-429.924028512,2.07657250253,-9.36134502311e-06,-714.811246819
-429.251303011,2.06688263417,-9.35437842729e-06,-713.697211398
-428.578569696,2.05720781265,-9.34745222542e-06,-712.583142131
-427.90582858,2.04754803869,-9.34056637259e-06,-711.469039069
-427.233079674,2.03790331299,-9.33372082323e-06,-710.354902265
-426.56032299,2.02827363628,-9.32691553158e-06,-709.240731768
-425.887558541,2.01865900926,-9.32015045289e-06,-708.126527631
-425.214786339,2.00905943264,-9.31342554138e-06,-707.012289905
-424.542006395,1.99947490714,-9.30674075117e-06,-705.898018641
-423.869218722,1.98990543345,-9.30009603662e-06,-704.78371389
-423.196423331,1.98035101228,-9.29349135228e-06,-703.669375705
-422.523620236,1.97081164434,-9.28692665216e-06,-702.555004135
-421.850809447,1.96128733034,-9.28040189041e-06,-701.440599234
-421.177990977,1.95177807097,-9.27391702135e-06,-700.326161051
-420.505164839,1.94228386695,-9.26747199883e-06,-699.211689639
-419.832331043,1.93280471896,-9.26106677663e-06,-698.097185049
-419.159489603,1.92334062771,-9.25470130896e-06,-696.982647333
-418.48664053,1.9138915939,-9.24837554926e-06,-695.868076541
-417.813783836,1.90445761823,-9.24208945163e-06,-694.753472725
-417.140919534,1.89503870139,-9.23584296959e-06,-693.638835937
-416.468047635,1.88563484408,-9.22963605667e-06,-692.524166229
-415.795168152,1.876246047,-9.2234686667e-06,-691.40946365
-415.122281097,1.86687231083,-9.21734075303e-06,-690.294728254
-414.449386482,1.85751363627,-9.21125226905e-06,-689.179960092
-413.776484318,1.84817002402,-9.20520316806e-06,-688.065159215
-413.103574618,1.83884147475,-9.19919340381e-06,-686.950325674
-412.430657395,1.82952798916,-9.19322292901e-06,-685.835459522
-411.757732659,1.82022956795,-9.18729169726e-06,-684.720560809
-411.084800424,1.81094621179,-9.18139966112e-06,-683.605629587
-410.411860701,1.80167792137,-9.17554677433e-06,-682.490665908
-409.738913502,1.79242469737,-9.16973298948e-06,-681.375669824
-409.06595884,1.78318654049,-9.1639582595e-06,-680.260641385
-408.392996726,1.7739634514,-9.15822253719e-06,-679.145580643
-407.720027173,1.76475543078,-9.15252577558e-06,-678.030487651
-407.047050193,1.75556247932,-9.14686792726e-06,-676.915362459
-406.374065798,1.74638459769,-9.14124894495e-06,-675.800205119
-405.701073999,1.73722178658,-9.13566878137e-06,-674.685015683
-405.02807481,1.72807404665,-9.13012738885e-06,-673.569794202
-404.355068242,1.7189413786,-9.12462472004e-06,-672.454540729
-403.682054307,1.70982378308,-9.11916072717e-06,-671.339255313
-403.009033017,1.70072126078,-9.11373536281e-06,-670.223938008
-402.336004385,1.69163381237,-9.10834857898e-06,-669.108588865
-401.662968423,1.68256143852,-9.10300032821e-06,-667.993207936
-400.989925142,1.67350413989,-9.09769056254e-06,-666.877795271
-400.316874555,1.66446191717,-9.09241923382e-06,-665.762350923
-399.643816673,1.65543477102,-9.08718629457e-06,-664.646874944
-398.97075151,1.64642270211,-9.0819916963e-06,-663.531367385
-398.297679077,1.6374257111,-9.07683539143e-06,-662.415828297
-397.624599385,1.62844379866,-9.07171733122e-06,-661.300257733
-396.951512449,1.61947696545,-9.06663746805e-06,-660.184655745
-396.278418278,1.61052521214,-9.06159575335e-06,-659.069022383
-395.605316886,1.60158853938,-9.05659213872e-06,-657.9533577
-394.932208285,1.59266694785,-9.05162657566e-06,-656.837661748
-394.259092486,1.58376043819,-9.04669901617e-06,-655.721934577
-393.585969502,1.57486901108,-9.04180941135e-06,-654.60617624
-392.912839345,1.56599266716,-9.03695771288e-06,-653.490386789
-392.239702027,1.55713140709,-9.03214387193e-06,-652.374566276
-391.566557561,1.54828523153,-9.02736783955e-06,-651.258714751
-390.893405957,1.53945414114,-9.02262956734e-06,-650.142832267
-390.220247229,1.53063813656,-9.0179290064e-06,-649.026918876
-389.547081389,1.52183721845,-9.01326610795e-06,-647.91097463
-388.873908448,1.51305138745,-9.00864082282e-06,-646.79499958
-388.200728419,1.50428064423,-9.00405310187e-06,-645.678993778
-387.527541313,1.49552498943,-8.99950289624e-06,-644.562957275
-386.854347144,1.4867844237,-8.9949901567e-06,-643.446890125
-386.181145923,1.47805894768,-8.99051483416e-06,-642.330792378
-385.507937662,1.46934856202,-8.98607687929e-06,-641.214664086
-384.834722373,1.46065326737,-8.98167624278e-06,-640.098505302
-384.161500069,1.45197306436,-8.97731287518e-06,-638.982316077
-383.488270762,1.44330795364,-8.97298672709e-06,-637.866096462
-382.815034463,1.43465793586,-8.968697749e-06,-636.749846511
-382.141791185,1.42602301165,-8.96444589119e-06,-635.633566274
-381.46854094,1.41740318165,-8.96023110444e-06,-634.517255804
-380.79528374,1.40879844651,-8.95605333856e-06,-633.400915152
-380.122019598,1.40020880685,-8.95191254402e-06,-632.284544371
-379.448748525,1.39163426331,-8.94780867105e-06,-631.168143511
-378.775470533,1.38307481654,-8.9437416697e-06,-630.051712626
-378.102185635,1.37453046715,-8.93971149009e-06,-628.935251768
-377.428893843,1.36600121579,-8.93571808206e-06,-627.818760987
-376.755595168,1.35748706309,-8.93176139596e-06,-626.702240336
-376.082289624,1.34898800967,-8.92784138092e-06,-625.585689867
-375.408977222,1.34050405618,-8.92395798759e-06,-624.469109632
-374.735657974,1.33203520322,-8.92011116513e-06,-623.352499682
-374.062331892,1.32358145144,-8.91630086376e-06,-622.235860071
-373.38899899,1.31514280146,-8.91252703244e-06,-621.119190849
-372.715659277,1.30671925391,-8.90878962144e-06,-620.002492069
-372.042312768,1.2983108094,-8.90508857966e-06,-618.885763783
-371.368959474,1.28991746856,-8.90142385719e-06,-617.769006043
-370.695599407,1.28153923202,-8.89779540262e-06,-616.6522189
-370.022232579,1.27317610039,-8.89420316616e-06,-615.535402407
-369.348859002,1.26482807429,-8.89064709665e-06,-614.418556616
-368.675478689,1.25649515434,-8.88712714316e-06,-613.301681579
-368.002091652,1.24817734117,-8.88364325523e-06,-612.184777347
-367.328697903,1.23987463538,-8.88019538155e-06,-611.067843974
-366.655297453,1.23158703759,-8.8767834714e-06,-609.95088151
-365.981890316,1.22331454842,-8.8734074738e-06,-608.833890009
-365.308476503,1.21505716848,-8.87006733753e-06,-607.716869521
-364.635056027,1.20681489837,-8.86676301147e-06,-606.5998201
-363.961628899,1.19858773872,-8.86349444461e-06,-605.482741797
-363.288195132,1.19037569013,-8.86026158537e-06,-604.365634664
-362.614754738,1.18217875321,-8.85706438277e-06,-603.248498754
-361.941307729,1.17399692857,-8.85390278496e-06,-602.131334118
-361.267854117,1.16583021682,-8.85077674088e-06,-601.014140809
-360.594393914,1.15767861855,-8.84768619911e-06,-599.896918878
-359.920927133,1.14954213438,-8.8446311076e-06,-598.779668378
-359.247453785,1.1414207649,-8.84161141531e-06,-597.662389362
-358.573973884,1.13331451073,-8.83862707034e-06,-596.54508188
-357.90048744,1.12522337246,-8.83567802077e-06,-595.427745986
-357.226994466,1.11714735068,-8.83276421504e-06,-594.310381731
-356.553494975,1.10908644601,-8.82988560113e-06,-593.192989168
-355.879988978,1.10104065904,-8.82704212718e-06,-592.075568349
-355.206476488,1.09300999035,-8.82423374149e-06,-590.958119326
-354.532957516,1.08499444056,-8.82146039167e-06,-589.84064215
-353.859432076,1.07699401026,-8.81872202569e-06,-588.723136875
-353.185900178,1.06900870003,-8.81601859156e-06,-587.605603553
-352.512361836,1.06103851047,-8.81335003686e-06,-586.488042235
-351.838817061,1.05308344218,-8.81071630964e-06,-585.370452975
-351.165265866,1.04514349573,-8.8081173574e-06,-584.252835823
-350.491708262,1.03721867173,-8.80555312769e-06,-583.135190833
-349.818144263,1.02930897075,-8.80302356788e-06,-582.017518056
-349.144573879,1.0214143934,-8.80052862624e-06,-580.899817546
-348.470997124,1.01353494024,-8.79806824931e-06,-579.782089353
-347.797414009,1.00567061187,-8.79564238514e-06,-578.664333531
-347.123824547,0.997821408865,-8.7932509808e-06,-577.546550131
-346.450228749,0.989987331815,-8.79089398359e-06,-576.428739207
-345.776626629,0.982168381299,-8.78857134064e-06,-575.310900809
-345.103018197,0.974364557897,-8.78628299922e-06,-574.193034991
-344.429403467,0.966575862187,-8.78402890641e-06,-573.075141805
-343.75578245,0.958802294748,-8.78180900935e-06,-571.957221302
-343.082155159,0.951043856157,-8.77962325472e-06,-570.839273537
-342.408521606,0.943300546989,-8.77747158962e-06,-569.721298559
-341.734881802,0.93557236782,-8.77535396115e-06,-568.603296423
-341.061235761,0.927859319224,-8.77327031594e-06,-567.48526718
-340.387583494,0.920161401772,-8.77122060067e-06,-566.367210883
-339.713925013,0.912478616037,-8.76920476221e-06,-565.249127583
-339.040260331,0.904810962589,-8.7672227468e-06,-564.131017334
-338.36658946,0.897158441996,-8.76527450166e-06,-563.012880188
-337.692912413,0.889521054828,-8.76335997295e-06,-561.894716197
-337.0192292,0.881898801651,-8.76147910718e-06,-560.776525413
-336.345539834,0.874291683031,-8.75963185076e-06,-559.658307889
-335.671844329,0.866699699534,-8.75781815015e-06,-558.540063677
-334.998142695,0.859122851722,-8.75603795152e-06,-557.42179283
-334.324434944,0.851561140159,-8.75429120136e-06,-556.303495399
-333.650721091,0.844014565406,-8.7525778454e-06,-555.185171438
-332.977001145,0.836483128024,-8.75089783029e-06,-554.066820999
-332.30327512,0.828966828572,-8.74925110173e-06,-552.948444134
-331.629543027,0.821465667609,-8.74763760595e-06,-551.830040895
-330.95580488,0.81397964569,-8.74605728905e-06,-550.711611335
-330.282060689,0.806508763374,-8.74451009667e-06,-549.593155507
-329.608310468,0.799053021213,-8.74299597472e-06,-548.474673463
-328.934554228,0.791612419763,-8.741514869e-06,-547.356165255
-328.260791982,0.784186959576,-8.74006672552e-06,-546.237630936
-327.587023741,0.776776641204,-8.73865148958e-06,-545.119070559
-326.913249519,0.769381465197,-8.73726910684e-06,-544.000484175
-326.239469327,0.762001432105,-8.73591952316e-06,-542.881871837
-325.565683177,0.754636542476,-8.73460268379e-06,-541.763233598
-324.891891082,0.747286796858,-8.73331853465e-06,-540.64456951
-324.218093053,0.739952195796,-8.73206702064e-06,-539.525879625
